url,title,published_date,is_adverse,is_adverse_reason,risk_category,risk_explanation,risk_snippet,priority_level,confidence_score,has_fraud,has_litigation,has_insolvency,has_regulatory_action,author,keywords,source_query,is_subsidiary_parent_company,is_subsidiary_parent_company_reason,content_length,event_timeline
https://www.indiainfoline.com/news/companies/adani-enterprises-to-form-jv-with-mettube,Adani Enterprises to form JV with MetTube,2025-07-25,Positive,"The article reports on Adani Enterprises forming a joint venture with MetTube, which is positioned as a strategic expansion in the copper tubes segment, reducing import reliance and leveraging both companies' strengths. No negative or adverse events are mentioned.",Other,,,,0.0,False,False,False,False,India Infoline (IIFL Capital Services Ltd),"joint venture, MetTube, copper tubes, Adani Enterprises, manufacturing expansion, Kutch Copper Tubes Limited, HVAC industry",Adani Enterprises Limited adverse news,False,"The article is focused solely on Adani Enterprises Limited and its direct subsidiaries, with no mention of parent company issues or impacts.",45647,
https://investopedia.co.in/adanis-%E2%82%B93-lakh-cr-copper-bet-hvac-boom-wealth-trigger,Adani Enterprises Share Price in Focus: Is the Met Tube Deal the Next ...,2025-07-25,Neutral,"The article discusses a strategic joint venture and its long-term potential, noting a flat short-term share price but no negative events, losses, or adverse developments for Adani Enterprises.",Other,,,,0.0,False,False,False,False,investopedia.co.in editorial team,"joint venture, copper manufacturing, Adani Enterprises, MetTube, HVAC sector, infrastructure, share price",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises Ltd and its direct joint venture with MetTube, with no parent company (Adani Group) risk transmission discussed.",10799,
https://tubepipeindia.com/adani-enterprises-partners/,Adani Enterprises Partners with MetTube to Boost India's Copper Tube ...,2025-07-25,Positive,"The article describes a strategic partnership and investment by Adani Enterprises to boost domestic copper tube manufacturing, reduce import dependence, and support India's infrastructure goals. There are no negative events or risks mentioned.",Other,,,,0.0,False,False,False,False,Tube & Pipe India,"strategic partnership, copper tube manufacturing, joint venture, import substitution, infrastructure, Adani Enterprises, MetTube",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises Limited's direct business partnership and investment activities, with no mention of parent company issues impacting the subsidiary.",11732,
https://www.newkerala.com/news/o/adani-enterprises-join-hands-mettube-copper-tubes-business-413,Adani Enterprises Partners with MetTube for Copper Tubes Venture,2025-07-25,Positive,"The article describes a strategic partnership and expansion for Adani Enterprises Limited, highlighting growth, investment, and alignment with national manufacturing goals. No negative events or risks are mentioned.",Other,,,,0.0,False,False,False,False,ANI / NewKerala.com,"joint venture, copper tubes, MetTube, manufacturing, expansion, HVAC, Make in India",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises Limited's direct business activities and partnership, with no indication of parent company (Adani Group) issues impacting the subsidiary.",13921,
https://www.newsr.in/n/Front+Page/1zs6hzyevz/BIG-BLOW-to-Gautam-Adani-led-Adani-group.htm,"BIG BLOW to Gautam Adani led Adani group, super app 'Adani - newsR",2025-07-25,Negative,"The article reports the shelving of a major digital initiative after significant investment, indicating a strategic and financial setback for the Adani Group and potentially for Adani Enterprises Limited.",Strategic,"The shelving of the 'Adani One' super app after significant investment represents a failed strategic initiative, leading to financial loss and potential reputational damage for the Adani Group and any subsidiaries involved in the project.","Adani Group has officially decided to shelf its super app, 'Adani One', which was launched in December 2022. It is modeled after China's 'WeCHAT' and India's 'Tata Neu', where Adani invested close to $100 million into the project for over three years.",Medium,0.7,False,False,False,False,newsR,"Adani One, super app, project shelved, strategic failure, financial loss, Adani Group",Adani Enterprises Limited adverse news,True,"The article discusses a major strategic failure at the Adani Group level, and the 'Adani One' super app is likely a project under Adani Enterprises Limited or closely linked to its digital/consumer initiatives, thus impacting the subsidiary.",9743,2022-12 (launch) to 2025-07-25 (shelved)
https://globecapital.com/research-reports/daily-market-update-25th-july-2025/,India and the UK signed the CETA Free Trade Agreement- Daily Market ...,2025-07-25,Neutral,"The article reports that Adani Enterprises signed an agreement to divest 50% of its subsidiary Kutch Copper Tubes and acquire a 50% stake in MetTube Copper India, aiming to leverage combined expertise. There is no negative or positive sentiment expressed; the tone is informational and does not indicate any adverse or beneficial impact.",Other,,,,0.0,False,False,False,False,Globe Capital Market Limited,"divestment, joint venture, copper tube business, Adani Enterprises, MetTube Mauritius, MetTube Copper India, business agreement",Adani Enterprises Limited adverse news,False,The article discusses a direct business transaction involving Adani Enterprises (divestment and acquisition in copper tube business) and does not mention or link to any parent company (Adani Group) issues.,12812,
https://excelalgotrader.in/top-stocks-to-watch-today-sun-pharma-adani-enterprises-bhel-kajaria-ceramics-more/,"Top stocks to watch today: Sun Pharma, Adani Enterprises, BHEL, Kajaria ...",2025-07-25,Positive,"The article reports that Adani Enterprises Ltd is entering into a strategic partnership and business divestment with MetTube, which is generally viewed as a positive business development and expansion opportunity.",Other,,,,0.0,False,False,False,False,excelalgotrader.in,"business divestment, joint venture, copper tubes, manufacturing, Adani Enterprises, MetTube",Adani Enterprises Limited adverse news,False,"The article discusses a direct business transaction involving Adani Enterprises Ltd (AEL) and MetTube, with no mention of parent company issues impacting the subsidiary.",4618,
https://www.livemint.com/market/stock-market-news/stocks-to-watch-adani-enterprises-iex-sun-pharma-rec-among-shares-in-focus-today-11753412024629.html,"Stocks to watch: Adani Enterprises, IEX, Sun Pharma, REC, among shares in focus today",2025-07-25,Neutral,"The article is a market roundup listing Adani Enterprises among stocks in focus due to a stake sale in a subsidiary, but does not present any negative or positive sentiment, nor does it indicate any adverse event.",Other,,,,0.0,False,False,False,False,Ankit Gohel,"stock market, Adani Enterprises, stake sale, MetTube, market news",Adani Enterprises Limited adverse news,False,The article discusses Adani Enterprises directly and does not mention any parent company issues impacting the subsidiary.,39916,
https://www.india.com/business/gautam-adani-cancels-plan-to-launch-super-app-adani-one-what-led-to-the-sudden-move-explained-7966059/,"Gautam Adani cancels plan to launch Super App, what led to the sudden ...",2025-07-24,Negative,"The article details the cancellation of a major digital initiative by Adani Enterprises Limited due to financial losses, poor management, and key leadership resignations, indicating operational and strategic challenges.",Operational,"The cancellation of the Adani One super app project by Adani Enterprises Limited, following financial losses, internal disagreements, and the resignation of key digital leadership, signals operational and strategic setbacks. The company is also exiting the FMCG sector to refocus on core infrastructure businesses.","the group’s digital unit was facing financial losses and internal disagreements. These issues led the company to drop the plan. The report also said that Nitin Sethi, the Chief Digital Officer who was in charge of the digital unit, resigned along with several other employees. This happened during an internal review related to poor management of the business.",Medium,0.9,False,False,False,False,Analiza Pathak,"Adani One, super app cancellation, digital strategy, leadership resignation, operational setback, FMCG exit",Adani Enterprises Limited adverse news,False,"The article is explicitly about Adani Enterprises Limited's digital unit (Adani Digital Labs) and its super app project, with no indication that the parent company (Adani Group) issues are impacting the subsidiary beyond the scope of this business line.",12388,Resignations and project cancellation occurred in early to mid-2025; app performance data up to March 2024.
https://trendlyne.com/latest-news/26/ADANIENT/adani-enterprises-ltd/,"Adani Enterprises Ltd. News, Corporate filings and Earnings ... - Trendlyne",2025-07-24,Neutral,"The article is an aggregation of recent business developments, including a stake sale, joint venture, and successful bond issues. While there is mention of a share price drop and exit from a JV, these are presented as business strategy moves rather than adverse events, and there is no evidence of financial distress, litigation, or regulatory action.",Other,,,,0.0,False,False,False,False,"Trendlyne (aggregated sources: Business Standard, NDTV Profit, Business Line, Economic Times, IBTimes India)","stake sale, joint venture, copper tubes, AWL Agri exit, NCD issue, bond subscription, corporate actions",Adani Enterprises Limited adverse news,False,"The article is focused on Adani Enterprises Ltd. and its direct business actions, with no indication of parent company (Adani Group) issues impacting the subsidiary.",22562,
